iter	Passed	Remaining
433	55721	149703
434	55859	149599
435	55990	149479
436	56120	149355
437	56231	149181
438	56360	149054
439	56492	148933
440	56616	148794
441	56746	148671
442	56885	148571
443	57002	148412
444	57134	148294
445	57245	148120
446	57363	147965
447	57503	147867
448	57636	147749
449	57767	147628
450	57898	147505
451	58034	147398
452	58174	147297
453	58309	147186
454	58427	147032
455	58561	146916
456	58693	146797
457	58809	146638
458	58944	146527
459	59081	146418
460	59212	146297
461	59341	146169
462	59454	146004
463	59563	145829
464	59692	145701
465	59825	145583
466	59943	145429
467	60076	145313
468	60191	145153
469	60321	145027
470	60453	144909
471	60585	144788
472	60729	144698
473	60867	144592
474	60988	144447
475	61116	144317
476	61225	144142
477	61360	144030
478	61497	143922
479	61614	143766
480	61731	143613
481	61845	143449
482	61980	143337
483	62119	143234
484	62251	143115
485	62384	142996
486	62518	142882
487	62642	142742
488	62780	142635
489	62921	142536
490	63048	142404
491	63188	142301
492	63309	142156
493	63443	142041
494	63562	141893
495	63665	141706
496	63788	141565
497	63916	141436
498	64037	141292
499	64160	141153
500	64296	141042
501	64434	140933
502	64549	140777
503	64677	140648
504	64807	140523
505	64907	140334
506	65033	140201
507	65161	140070
508	65273	139909
509	65397	139770
510	65528	139649
511	65661	139530
512	65775	139371
513	65891	139218
514	66022	139096
515	66150	138966
516	66279	138840
517	66414	138726
518	66538	138589
519	66670	138468
520	66775	138292
521	66905	138169
522	67036	138046
523	67168	137926
524	67288	137781
525	67414	137648
526	67540	137516
527	67667	137386
528	67793	137252
529	67912	137107
530	68037	136971
531	68161	136835
532	68286	136700
533	68395	136534
534	68509	136378
535	68640	136257
536	68764	136120
537	68885	135979
538	69020	135863
539	69133	135707
540	69249	135554
541	69374	135421
542	69495	135280
543	69626	135157
544	69754	135029
545	69892	134920
546	70025	134802
547	70152	134672
548	70287	134556
549	70416	134432
550	70549	134313
551	70688	134205
552	70815	134075
553	70943	133946
554	71064	133807
555	71191	133675
556	71318	133545
557	71438	133403
558	71567	133277
559	71694	133146
560	71815	133005
561	71940	132871
562	72053	132716
563	72156	132542
564	72281	132410
565	72410	132283
566	72535	132150
567	72667	132029
568	72797	131905
569	72932	131789
570	73034	131615
571	73159	131483
572	73291	131361
573	73413	131222
574	73536	131087
575	73668	130966
576	73798	130842
577	73928	130718
578	74052	130583
579	74174	130444
580	74273	130266
581	74399	130135
582	74527	130007
583	74651	129874
584	74777	129741
585	74912	129627
586	75037	129493
587	75161	129359
588	75290	129233
589	75405	129083
590	75533	128956
591	75648	128807
592	75774	128676
593	75904	128551
594	76026	128414
595	76146	128273
596	76270	128139
597	76408	128028
598	76533	127897
599	76664	127773
600	76784	127632
601	76913	127508
602	77024	127352
603	77147	127217
604	77267	127075
605	77379	126923
606	77507	126796
607	77642	126679
608	77778	126565
609	77905	126437
610	78020	126288
611	78138	126145
612	78263	126013
613	78395	125892
614	78525	125768
615	78653	125641
616	78769	125494
617	78876	125335
618	79001	125203
619	79127	125072
620	79247	124932
621	79373	124802
622	79498	124670
623	79625	124543
624	79761	124427
625	79884	124292
626	80020	124178
627	80130	124023
628	80261	123901
629	80383	123765
630	80506	123630
631	80635	123505
632	80776	123397
633	80902	123267
634	81031	123142
635	81160	123016
636	81286	122886
637	81416	122763
638	81536	122623
639	81661	122491
640	81777	122347
641	81906	122221
642	82029	122087
643	82153	121953
644	82276	121820
645	82400	121687
646	82526	121557
647	82660	121438
648	82784	121306
649	82913	121181
650	83046	121061
651	83166	120922
652	83297	120800
653	83435	120688
654	83563	120560
655	83688	120430
656	83815	120301
657	83934	120161
658	84058	120028
659	84183	119897
660	84304	119760
661	84429	119629
662	84557	119502
663	84693	119387
664	84820	119259
665	84953	119138
666	85084	119016
667	85212	118889
668	85327	118743
669	85455	118616
670	85584	118491
671	85721	118377
672	85839	118236
673	85971	118114
674	86099	117988
675	86230	117864
676	86347	117723
677	86479	117601
678	86603	117469
679	86729	117340
680	86868	117227
681	86990	117092
682	87106	116949
683	87231	116818
684	87357	116689
685	87482	116558
686	87597	116414
687	87716	116275
688	87831	116131
689	87952	115995
690	88085	115874
691	88213	115747
692	88340	115620
693	88454	115474
694	88577	115341
695	88703	115212
696	88841	115098
697	88970	114973
698	89097	114845
699	89230	114725
700	89356	114595
701	89488	114473
702	89609	114338
703	89730	114202
704	89854	114070
705	89982	113943
706	90104	113809
707	90239	113691
708	90368	113565
709	90497	113440
710	90621	113308
711	90761	113197
712	90882	113061
713	91002	112924
714	91123	112788
715	91256	112668
716	91371	112525
717	91504	112405
718	91615	112258
719	91740	112126
720	91866	111998
721	91994	111871
722	92120	111742
723	92260	111629
724	92391	111506
725	92525	111387
726	92647	111253
727	92751	111097
728	92877	110968
729	93001	110837
730	93137	110720
731	93257	110584
732	93381	110452
733	93510	110327
734	93624	110184
735	93756	110061
